"location","Trait","AIC","Method"
"CornellMaster_2015_McGowan","Test_weight",375.447795281097,"Block+Spatial"
"CornellMaster_2015_McGowan","Powdery_mildew",319.800437373329,"Block+Spatial"
"CornellMaster_2016_Helfer","Grain_Yield",330.920187364396,"Block+Spatial"
"CornellMaster_2016_Helfer","Plant_height",333.701285709987,"Block+Spatial"
"CornellMaster_2016_Helfer","Test_weight",373.781994082275,"Block+Spatial"
"CornellMaster_2016_Ketola","Grain_Yield",265.158922433929,"Block+Spatial"
"CornellMaster_2016_Ketola","Plant_height",350.346812840448,"Block+Spatial"
"CornellMaster_2016_Ketola","Test_weight",398.904759661556,"Block+Spatial"
"CornellMaster_2016_Ketola","Powdery_mildew",398.904759661556,"Block+Spatial"
"CornellMaster_2016_Snyder","Grain_Yield",347.690194574542,"Block+Spatial"
"CornellMaster_2016_Snyder","Plant_height",352.870590240532,"Block+Spatial"
"CornellMaster_2016_Snyder","Test_weight",382.835645631836,"Block+Spatial"
"CornellMaster_2016_Snyder","Powdery_mildew",353.440054666274,"Block+Spatial"
"CornellMaster_2017_Ketola","Grain_Yield",318.508444278239,"Block+Spatial"
"CornellMaster_2017_Ketola","Plant_height",352.005674333744,"Block+Spatial"
"CornellMaster_2017_Ketola","Test_weight",275.716489310901,"Block+Spatial"
"CornellMaster_2017_Snyder","Grain_Yield",322.475985717358,"Block+Spatial"
"CornellMaster_2017_Snyder","Plant_height",343.888518712353,"Block+Spatial"
"CornellMaster_2017_Snyder","Test_weight",337.675737439561,"Block+Spatial"
"CornellMaster_2017_Snyder","Powdery_mildew",323.030630839897,"Block+Spatial"
"GP502_2022","Grain_Yield",481.677779567387,"Block+Spatial"
"GP502_2022","Plant_height",319.880140072656,"Block+Spatial"
"GP502_2022","Test_weight",267.135909255738,"Block+Spatial"
"SW_AMPanel_2014_Obregon_Dry","Grain_Yield",239.1803603418,"Block+Spatial"
"SW_AMPanel_2014_Obregon_Dry","Plant_height",230.955458951745,"Block+Spatial"
"SW_AMPanel_2014_Obregon_Irr","Grain_Yield",252.124244538557,"Block+Spatial"
"SW_AMPanel_2014_Obregon_Irr","Plant_height",239.657666786458,"Block+Spatial"
"SW-AMPanel_2014_Davis_Dry","Grain_Yield",271.698458842051,"Block+Spatial"
"SW-AMPanel_2014_Davis_Dry","Plant_height",103.353950747868,"Block+Spatial"
"SW-AMPanel_2014_Davis_Dry","Strip_rust_resp",237.476835694528,"Block+Spatial"
"SW-AMPanel_2014_Davis_Dry","Strip_rust_sever",239.479802722575,"Block+Spatial"
"SW-AMPanel_2014_Davis_Irr","Grain_Yield",250.184376471757,"Block+Spatial"
"SW-AMPanel_2014_Davis_Irr","Plant_height",130.33735696004,"Block+Spatial"
"SW-AMPanel_2014_Davis_Irr","Strip_rust_resp",197.542016942983,"Block+Spatial"
"SW-AMPanel_2014_Davis_Irr","Strip_rust_sever",208.130749486233,"Block+Spatial"
"SW-AMPanel_2014_Imperial_Dry","Grain_Yield",231.530569905628,"Block+Spatial"
"SW-AMPanel_2014_Imperial_Dry","Plant_height",201.799761024065,"Block+Spatial"
"SW-AMPanel_2014_Imperial_Irr","Grain_Yield",212.563551003775,"Block+Spatial"
"SW-AMPanel_2014_Imperial_Irr","Plant_height",208.141154904038,"Block+Spatial"
"TP_2018_Frankenmuth","Grain_Yield",-183.418219025381,"Block+Spatial"
"TP_2018_Frankenmuth","Test_weight",159.097318114704,"Block+Spatial"
"TP_2018_Mason","Grain_Yield",-545.285372167893,"Block+Spatial"
"TP_2018_Mason","Test_weight",186.974133069343,"Block+Spatial"
"TP_2019_Frankenmuth","Grain_Yield",-460.107071099789,"Block+Spatial"
"TP_2019_Frankenmuth","Test_weight",236.289636825869,"Block+Spatial"
"TP_2019_Mason","Grain_Yield",-336.624919429144,"Block+Spatial"
"TP_2019_Mason","Test_weight",104.046006738696,"Block+Spatial"
"TP_2020_Frankenmuth","Grain_Yield",-447.848264034037,"Block+Spatial"
"TP_2020_Frankenmuth","Test_weight",51.530078644048,"Block+Spatial"
"TP_2020_Mason","Grain_Yield",-425.737709126683,"Block+Spatial"
"TP_2020_Mason","Test_weight",136.332482199002,"Block+Spatial"
"YldQtl-Val_2014_ClayCenter","Grain_Yield",215.977412066285,"Block+Spatial"
"YldQtl-Val_2014_ClayCenter","Plant_height",263.096786041489,"Block+Spatial"
"YldQtl-Val_2014_ClayCenter","Bacterial_streak",320.433146930726,"Block+Spatial"
"YldQtl-Val_2014_Lincoln","Grain_Yield",349.375607287997,"Block+Spatial"
"YldQtl-Val_2014_Lincoln","Plant_height",331.120038596958,"Block+Spatial"
"YldQtl-Val_2014_Lincoln","Test_weight",230.059613179642,"Block+Spatial"
"YldQtl-Val_2014_Lincoln","Bacterial_streak",367.034840643024,"Block+Spatial"
"YldQtl-Val_2014_Mead","Grain_Yield",214.265247466548,"Block+Spatial"
"YldQtl-Val_2014_Mead","Plant_height",158.177809337729,"Block+Spatial"
"YldQtl-Val_2014_Mead","Bacterial_streak",160.003500210597,"Block+Spatial"
"YldQtl-Val_2014_Sidney","Grain_Yield",132.798689414494,"Block+Spatial"
"YldQtl-Val_2014_Sidney","Plant_height",242.017688351986,"Block+Spatial"
"YldQtl-Val_2014_Sidney","Test_weight",321.889733749857,"Block+Spatial"
"YldQtl-Val_2015_Lincoln","Grain_Yield",297.905525417951,"Block+Spatial"
"YldQtl-Val_2015_Lincoln","Plant_height",223.306543613503,"Block+Spatial"
"YldQtl-Val_2015_Lincoln","Test_weight",199.977590084755,"Block+Spatial"
"YldQtl-Val_2015_NorthPlatte","Grain_Yield",223.143253311236,"Block+Spatial"
"YldQtl-Val_2015_NorthPlatte","Plant_height",291.097530750874,"Block+Spatial"
"YldQtl-Val_2015_NorthPlatte","Test_weight",253.46244108845,"Block+Spatial"
"YldQtl-Val_2015_Sidney","Grain_Yield",265.616778585635,"Block+Spatial"
"YldQtl-Val_2015_Sidney","Plant_height",183.294130762457,"Block+Spatial"
"OWW_2020_MAD","Grain_Yield",61.7833069826725,"Block+Spatial"
"OWW_2020_MAD","Plant_height",94.0786931793108,"Block+Spatial"
"OWW_2020_MAD","Test_weight",8.72675950110266,"Block+Spatial"
"5STADV_2021_Mason","Grain_Yield",-18.8936261728534,"Block+Spatial"
"5STADV_2021_Mason","Plant_height",27.5707717205854,"Block+Spatial"
"5STADV_2021_Mason","Test_weight",42.867439437613,"Block+Spatial"
"5STADV_2021_Wooster","Grain_Yield",32.7977789808731,"Block+Spatial"
"5STADV_2021_Wooster","Plant_height",40.483164975758,"Block+Spatial"
"5STADV_2021_Wooster","Test_weight",19.6755942493945,"Block+Spatial"
"5STPRE_2021_Mason","Grain_Yield",19.6755942493945,"Block+Spatial"
"5STPRE_2021_Mason","Plant_height",16.3529893481913,"Block+Spatial"
"5STPRE_2021_Mason","Test_weight",24.7363869824886,"Block+Spatial"
"5STPRE_2021_Wooster","Grain_Yield",36.4059446025599,"Block+Spatial"
"5STPRE_2021_Wooster","Plant_height",24.8417847736846,"Block+Spatial"
"5STPRE_2021_Wooster","Test_weight",-10.5779211317587,"Block+Spatial"
"AYTRed_2021_Mason","Grain_Yield",-10.5779211317587,"Block+Spatial"
"AYTRed_2021_Mason","Plant_height",98.1241459762213,"Block+Spatial"
"AYTRed_2021_Mason","Test_weight",147.584685325557,"Block+Spatial"
"AYTWhite_2021_Mason","Grain_Yield",-54.9732534592949,"Block+Spatial"
"AYTWhite_2021_Mason","Plant_height",43.3991958827181,"Block+Spatial"
"AYTWhite_2021_Mason","Test_weight",105.317702142795,"Block+Spatial"
"PYT1_2021_Mason","Grain_Yield",-161.45066000279,"Block+Spatial"
"PYT1_2021_Mason","Plant_height",116.11330319729,"Block+Spatial"
"PYT1_2021_Mason","Test_weight",139.609096001228,"Block+Spatial"
"PYT2_2021_Mason","Grain_Yield",-551.675224598237,"Block+Spatial"
"PYT2_2021_Mason","Plant_height",63.3800147657538,"Block+Spatial"
"PYT2_2021_Mason","Test_weight",126.268497831682,"Block+Spatial"
"PYT3_2021_Mason","Grain_Yield",-505.620610102704,"Block+Spatial"
"PYT3_2021_Mason","Plant_height",78.1801824983173,"Block+Spatial"
"PYT3_2021_Mason","Test_weight",109.487716218071,"Block+Spatial"
"WMSF_2021_Wooster","Grain_Yield",44.7505830173757,"Block+Spatial"
"WMSF_2021_Wooster","Plant_height",46.1626377542311,"Block+Spatial"
"WMSF_2021_Wooster","Test_weight",25.9747232867114,"Block+Spatial"
"YR3_2021_Wooster","Grain_Yield",171.601382817234,"Block+Spatial"
"YR3_2021_Wooster","Plant_height",49.7594352839477,"Block+Spatial"
"YR3_2021_Wooster","Test_weight",194.043793254482,"Block+Spatial"
"YR4_2021_Wooster","Grain_Yield",76.4183530942472,"Block+Spatial"
"YR4_2021_Wooster","Plant_height",7.70030294120428,"Block+Spatial"
"YR4_2021_Wooster","Test_weight",88.4940565460927,"Block+Spatial"
"UESRWWN_2021_Mason","Grain_Yield",20.1138907359382,"Block+Spatial"
"UESRWWN_2021_Mason","Plant_height",27.8122782637311,"Block+Spatial"
"UESRWWN_2021_Mason","Test_weight",48.7045464732376,"Block+Spatial"
"UESRWWN_2021_Wooster","Grain_Yield",67.7608734440323,"Block+Spatial"
"UESRWWN_2021_Wooster","Plant_height",56.4172326147303,"Block+Spatial"
"UESRWWN_2021_Wooster","Test_weight",42.9847325520015,"Block+Spatial"
"UESWWWN_2021_Frankenmuth","Grain_Yield",35.4064596418698,"Block+Spatial"
"UESWWWN_2021_Frankenmuth","Plant_height",22.1785835050234,"Block+Spatial"
"UESWWWN_2021_Frankenmuth","Test_weight",19.6751088153721,"Block+Spatial"
"Adv_Neo_21","Grain_Yield",314.654210431925,"Block+Spatial"
"Adv_Neo_21","Plant_height",225.044593003357,"Block+Spatial"
"Adv_Neo_21","Test_weight",-3.15926328274168,"Block+Spatial"
"Adv_Urb_21","Grain_Yield",311.845384850741,"Block+Spatial"
"Adv_Urb_21","Plant_height",236.932284316515,"Block+Spatial"
"Adv_Urb_21","Test_weight",200.765310288605,"Block+Spatial"
"DH_Neo_21","Grain_Yield",59.9392919917834,"Block+Spatial"
"DH_Neo_21","Plant_height",89.5961771561024,"Block+Spatial"
"DH_Neo_21","Test_weight",20.3651116680369,"Block+Spatial"
"DH2_Urb_21","Grain_Yield",87.9695828037399,"Block+Spatial"
"DH2_Urb_21","Plant_height",73.4864658110058,"Block+Spatial"
"DH2_Urb_21","Test_weight",101.06990939217,"Block+Spatial"
"OrgNB_Dan_21","Grain_Yield",14.9709311590952,"Block+Spatial"
"OrgNB_Dan_21","Plant_height",12.1717302876766,"Block+Spatial"
"OrgNB_Dan_21","Test_weight",12.1717302876766,"Block+Spatial"
"OrgNO_Dan_21","Grain_Yield",4.97855440863513,"Block+Spatial"
"OrgNO_Dan_21","Plant_height",5.00000375195419,"Block+Spatial"
"OrgNO_Dan_21","Test_weight",4.90424539076395,"Block+Spatial"
"OrgSW_Dan_21","Grain_Yield",6.00000000000005,"Block+Spatial"
"OrgSW_Dan_21","Plant_height",6.00000000000005,"Block+Spatial"
"OrgSW_Dan_21","Test_weight",6.00000000000005,"Block+Spatial"
"UE_Neo_21","Grain_Yield",32.6190916343901,"Block+Spatial"
"UE_Neo_21","Plant_height",40.0406963191602,"Block+Spatial"
"UE_Neo_21","Test_weight",43.8431704790478,"Block+Spatial"
"RHT25_EMS_2022_Davis","Grain_Yield",49.808252110646,"Block+Spatial"
"RHT25_EMS_2022_Davis","Plant_height",-35.2214045348212,"Block+Spatial"
"MSU_Neo_22","Grain_Yield",58.5145677963463,"Block+Spatial"
"MSU_Neo_22","Plant_height",38.5909335922402,"Block+Spatial"
"MSU_Neo_22","Test_weight",30.6046227373245,"Block+Spatial"
"UE_Neo_22","Grain_Yield",44.2690388358753,"Block+Spatial"
"UE_Neo_22","Plant_height",23.1116913144029,"Block+Spatial"
"UE_Neo_22","Test_weight",-8.97717041089432,"Block+Spatial"
"YT_Neo_22","Grain_Yield",556.659644642822,"Block+Spatial"
"YT_Neo_22","Plant_height",589.951189329712,"Block+Spatial"
"YT_Neo_22","Test_weight",509.421942532963,"Block+Spatial"
"YT_Urb_22","Grain_Yield",1194.60906185434,"Block+Spatial"
"YT_Urb_22","Plant_height",1284.37447862569,"Block+Spatial"
"YT_Urb_22","Test_weight",1152.61117405274,"Block+Spatial"
"SFYLD_2022_Sidney","Grain_Yield",56.5276670136759,"Block+Spatial"
"SFYLD_2022_Sidney","Plant_height",75.465442606368,"Block+Spatial"
"Jessica_2022_BLAVA","Grain_Yield",301.273116702464,"Block+Spatial"
"Jessica_2022_BLAVA","Plant_height",248.134340844875,"Block+Spatial"
"Jessica_2022_BLAVA","Test_weight",312.755081430946,"Block+Spatial"
"Jessica_2022_WARVA","Grain_Yield",192.799037998388,"Block+Spatial"
"Jessica_2022_WARVA","Plant_height",286.091083269644,"Block+Spatial"
"MasonDixon_2022_BLAVA","Grain_Yield",100.307225855781,"Block+Spatial"
"MasonDixon_2022_BLAVA","Plant_height",140.350102876232,"Block+Spatial"
"MasonDixon_2022_BLAVA","Test_weight",113.462820138124,"Block+Spatial"
"MasonDixon_2022_WARVA","Grain_Yield",55.5398222454224,"Block+Spatial"
"MasonDixon_2022_WARVA","Plant_height",71.1173690482913,"Block+Spatial"
"MasonDixon_2022_WARVA","Test_weight",49.1220185256048,"Block+Spatial"
"SRWObs_2022_BLAVA","Grain_Yield",671.078187689001,"Block+Spatial"
"SRWObs_2022_BLAVA","Plant_height",653.302824795127,"Block+Spatial"
"SRWObs_2022_BLAVA","Test_weight",680.163945703522,"Block+Spatial"
"SRWObs_2022_WARVA","Grain_Yield",663.327938256007,"Block+Spatial"
"SRWObs_2022_WARVA","Plant_height",648.237602760796,"Block+Spatial"
"SRWObs_2022_WARVA","Test_weight",661.761563144744,"Block+Spatial"
"SRWPrelim_2022_BLAVA","Grain_Yield",226.61513376007,"Block+Spatial"
"SRWPrelim_2022_BLAVA","Plant_height",166.890923970009,"Block+Spatial"
"SRWPrelim_2022_BLAVA","Test_weight",156.130532763288,"Block+Spatial"
"SRWPrelim_2022_WARVA","Grain_Yield",114.045849160135,"Block+Spatial"
"SRWPrelim_2022_WARVA","Plant_height",133.112600952364,"Block+Spatial"
"SRWPrelim_2022_WARVA","Test_weight",74.009405151514,"Block+Spatial"
"StateWheat_2022_BLAVA","Grain_Yield",276.263212046673,"Block+Spatial"
"StateWheat_2022_BLAVA","Plant_height",165.871927097472,"Block+Spatial"
"StateWheat_2022_BLAVA","Test_weight",-211.460001736833,"Block+Spatial"
"AYN_2021_FC","Grain_Yield",211.14787142842,"Block+Spatial"
"AYN_2021_FC","Plant_height",244.944630416566,"Block+Spatial"
"AYN_2021_FC","Test_weight",182.061650690497,"Block+Spatial"
"AYN_2021_Jules","Grain_Yield",212.525607013973,"Block+Spatial"
"AYN_2021_Jules","Plant_height",286.635841591188,"Block+Spatial"
"AYN_2021_Jules","Test_weight",178.462299606609,"Block+Spatial"
"AYND1_2021_FC","Grain_Yield",244.329342565885,"Block+Spatial"
"AYND1_2021_FC","Plant_height",225.777553261412,"Block+Spatial"
"AYND1_2021_FC","Test_weight",127.829269379243,"Block+Spatial"
"AYND1_2021_Jules","Grain_Yield",242.248605714002,"Block+Spatial"
"AYND1_2021_Jules","Plant_height",270.55977981001,"Block+Spatial"
"AYND1_2021_Jules","Test_weight",237.615786879116,"Block+Spatial"
"Org_Dan_21","Grain_Yield",129.171898384033,"Block+Spatial"
"Org_Dan_21","Plant_height",0.319510202339245,"Block+Spatial"
"Org_Dan_21","Test_weight",30.8556885941351,"Block+Spatial"
"Pr_Neo_21","Grain_Yield",402.790426523555,"Block+Spatial"
"Pr_Neo_21","Plant_height",369.51773949151,"Block+Spatial"
"Pr_Neo_21","Test_weight",212.151704171951,"Block+Spatial"
"Pr_Urb_21","Grain_Yield",561.639164235157,"Block+Spatial"
"Pr_Urb_21","Plant_height",498.994065475064,"Block+Spatial"
"Pr_Urb_21","Test_weight",391.402047605089,"Block+Spatial"
"YR2-1_2021_Wooster","Grain_Yield",137.639879660369,"Block+Spatial"
"YR2-1_2021_Wooster","Plant_height",123.281911689994,"Block+Spatial"
"YR2-1_2021_Wooster","Test_weight",133.996672078046,"Block+Spatial"
"YR2-2_2021_Wooster","Grain_Yield",135.336425594202,"Block+Spatial"
"YR2-2_2021_Wooster","Plant_height",138.431475303732,"Block+Spatial"
"YR2-2_2021_Wooster","Test_weight",146.386227391449,"Block+Spatial"
"2022SWCIMMYT_EDPIE","Grain_Yield",204.119454831417,"Block+Spatial"
"2022SWCIMMYT_EDPIE","Plant_height",235.280436678359,"Block+Spatial"
"2022SWCIMMYT_EDPIE","Test_weight",213.874389958144,"Block+Spatial"
"2022WWALOI","Grain_Yield",54.2844136082231,"Block+Spatial"
"2022WWALOI","Plant_height",99.2376608093019,"Block+Spatial"
"2022WWALOI","Test_weight",-12.2193740472461,"Block+Spatial"
"2022WWCKVD","Grain_Yield",90.2711754261935,"Block+Spatial"
"2022WWCKVD","Plant_height",71.4183546598608,"Block+Spatial"
"2022WWCKVD","Test_weight",38.3014201035479,"Block+Spatial"
"2022WWPBCD","Grain_Yield",88.3432952114552,"Block+Spatial"
"2022WWPBCD","Plant_height",130.139928741904,"Block+Spatial"
"2022WWPBCD","Test_weight",35.0396293599971,"Block+Spatial"
"GP502_2022","Grain_Yield",485.554083445075,"Block+Spatial"
"GP502_2022","Plant_height",335.729083257081,"Block+Spatial"
"GP502_2022","Test_weight",263.758261105997,"Block+Spatial"
"GulfAtlantic_2022_WARVA","Grain_Yield",-4.99925505664885,"Block+Spatial"
"GulfAtlantic_2022_WARVA","Plant_height",97.9889253535483,"Block+Spatial"
"GulfAtlantic_2022_WARVA","Test_weight",19.3764631861398,"Block+Spatial"
"HRWElite_2022_BLAVA","Grain_Yield",174.879097043827,"Block+Spatial"
"HRWElite_2022_BLAVA","Plant_height",105.224525602455,"Block+Spatial"
"HRWElite_2022_BLAVA","Test_weight",153.317407069101,"Block+Spatial"
"HRWElite_2022_WARVA","Grain_Yield",59.3382131414946,"Block+Spatial"
"HRWElite_2022_WARVA","Plant_height",-20.5461532720596,"Block+Spatial"
"HRWElite_2022_WARVA","Test_weight",8.53558364706117,"Block+Spatial"
"HRWObs_2022_BLAVA","Grain_Yield",166.585401851181,"Block+Spatial"
"HRWObs_2022_BLAVA","Plant_height",162.214496191324,"Block+Spatial"
"HRWObs_2022_BLAVA","Test_weight",151.510782739669,"Block+Spatial"
"HRWPrelim_2022_BLAVA","Grain_Yield",96.4819909219166,"Block+Spatial"
"HRWPrelim_2022_BLAVA","Plant_height",93.3582577065456,"Block+Spatial"
"HRWPrelim_2022_BLAVA","Test_weight",83.2707518603608,"Block+Spatial"
"UCD22010","Grain_Yield",-23.7985529841166,"Block+Spatial"
"UCD22010","Plant_height",-63.5426808722867,"Block+Spatial"
"UCD22010","Test_weight",2.54801925550487,"Block+Spatial"
"UCD22210","Grain_Yield",62.8065622455797,"Block+Spatial"
"UCD22210","Plant_height",75.9488301159595,"Block+Spatial"
"UCD22210","Test_weight",-96.0990595088032,"Block+Spatial"
"UCD22TS-GH20Su-Q","Grain_Yield",177.482555797466,"Block+Spatial"
"UCD22TS-GH20Su-Q","Plant_height",187.574134634932,"Block+Spatial"
"UCD22TS-GH20Su-Q","Test_weight",114.740457216749,"Block+Spatial"
"UniformScab_2022_WARVA","Grain_Yield",125.442632484542,"Block+Spatial"
"UniformScab_2022_WARVA","Plant_height",122.65968640002,"Block+Spatial"
"UniformScab_2022_WARVA","Test_weight",127.362465916254,"Block+Spatial"
"CSR-Val_2015_Mead","Grain_Yield",87.0317001852876,"Block+Spatial"
"CSR-Val_2015_Mead","Plant_height",201.892051983483,"Block+Spatial"
"CSR-Val_2015_Mead","Test_weight",33.5805168041787,"Block+Spatial"
"HWWpanel_2012_Mead","Grain_Yield",586.72014834049,"Block+Spatial"
"HWWpanel_2012_Mead","Plant_height",-318.168824530786,"Block+Spatial"
"HWWpanel_2012_Tipton","Grain_Yield",408.588191004013,"Block+Spatial"
"HWWpanel_2013_Tipton","Grain_Yield",386.750294735538,"Block+Spatial"
"ABBmid_2014_Blacksburg","Grain_Yield",183.573350164711,"Block+Spatial"
"ABBmid_2014_Blacksburg","Plant_height",173.407871780617,"Block+Spatial"
"ABBmid_2014_Blacksburg","Test_weight",-4.42090322827408,"Block+Spatial"
"ABBmid_2014_Warsaw","Grain_Yield",190.033744369416,"Block+Spatial"
"ABBmid_2014_Warsaw","Plant_height",219.279421553869,"Block+Spatial"
"ABBmid_2014_Warsaw","Test_weight",60.7634276729373,"Block+Spatial"
"ABBmid_2014_Lexington","Grain_Yield",124.653548118855,"Block+Spatial"
"ABBmid_2014_Lexington","Plant_height",115.24142774819,"Block+Spatial"
"ABBmid_2014_Lexington","Test_weight",103.939926326622,"Block+Spatial"
"ABBmid_2014_Woodford","Grain_Yield",140.304488493249,"Block+Spatial"
"ABBmid_2014_Woodford","Plant_height",124.785852282378,"Block+Spatial"
"ABBmid_2014_Woodford","Test_weight",130.014213511414,"Block+Spatial"
"YldQtl-Val_2014_ClayCenter","Grain_Yield",231.479420018031,"Block+Spatial"
"YldQtl-Val_2014_ClayCenter","Plant_height",263.617942744896,"Block+Spatial"
"YldQtl-Val_2014_Lincoln","Grain_Yield",350.830396244025,"Block+Spatial"
"YldQtl-Val_2014_Lincoln","Plant_height",331.192525886591,"Block+Spatial"
"YldQtl-Val_2014_Lincoln","Test_weight",230.568289132807,"Block+Spatial"
"YldQtl-Val_2014_Mead","Grain_Yield",220.371159156852,"Block+Spatial"
"YldQtl-Val_2014_Mead","Plant_height",154.877110060899,"Block+Spatial"
"YldQtl-Val_2014_Sidney","Grain_Yield",137.819377767326,"Block+Spatial"
"YldQtl-Val_2014_Sidney","Plant_height",243.007009662918,"Block+Spatial"
"YldQtl-Val_2014_Sidney","Test_weight",322.117133588608,"Block+Spatial"
